buggy,fixed,type
"if value != 50:
    found = True","if value == 50:
    found = True",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 120","def greet(name):
    print('Hello, ' + name)
# Sample ID: 120",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 120","def greet(name):
    print('Hello, ' + name)
# Sample ID: 120",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 120","def greet(name):
    print('Hello, ' + name)
# Sample ID: 120",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 120","def greet(name):
    print('Hello, ' + name)
# Sample ID: 120",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 120","def greet(name):
    print('Hello, ' + name)
# Sample ID: 120",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 657","def add(a, b):
    return a + b
# Sample ID: 657",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 657","def add(a, b):
    return a + b
# Sample ID: 657",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 657","def add(a, b):
    return a + b
# Sample ID: 657",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 657","def add(a, b):
    return a + b
# Sample ID: 657",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 657","def add(a, b):
    return a + b
# Sample ID: 657",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 370","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 370",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 370","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 370",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 370","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 370",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 370","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 370",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 370","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 370",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 656","if x == 5:
    print('x is 5')
# Sample ID: 656",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 656","if x == 5:
    print('x is 5')
# Sample ID: 656",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 656","if x == 5:
    print('x is 5')
# Sample ID: 656",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 656","if x == 5:
    print('x is 5')
# Sample ID: 656",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 656","if x == 5:
    print('x is 5')
# Sample ID: 656",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 936","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 936",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 936","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 936",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 936","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 936",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 936","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 936",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 936","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 936",operator_flip
"i = 0
while i < 11:
    print(i)
    i -= 1","i = 0
while i < 11:
    print(i)
    i += 1",operator_flip
"i = 0
while i < 11:
    print(i)
    i -= 1","i = 0
while i < 11:
    print(i)
    i += 1",operator_flip
"i = 0
while i > 11:
    print(i)
    i += 1","i = 0
while i < 11:
    print(i)
    i += 1",operator_flip
"i = 0
while i > 11:
    print(i)
    i += 1","i = 0
while i < 11:
    print(i)
    i += 1",operator_flip
"i = 0
while i < 11:
    print(i)
    i -= 1","i = 0
while i < 11:
    print(i)
    i += 1",operator_flip
"if value != 44:
    found = True","if value == 44:
    found = True",operator_flip
"if value != 44:
    found = True","if value == 44:
    found = True",operator_flip
"if value != 44:
    found = True","if value == 44:
    found = True",operator_flip
"if value != 44:
    found = True","if value == 44:
    found = True",operator_flip
"if value != 44:
    found = True","if value == 44:
    found = True",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 5","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 5",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 5","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 5",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 5","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 5",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 5","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 5",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 5","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 5",operator_flip
"total = 0
for num in numbers:
    total -= num
return total","total = 0
for num in numbers:
    total += num
return total",operator_flip
"total = 0
for num in numbers:
    total -= num
return total","total = 0
for num in numbers:
    total += num
return total",operator_flip
"total = 0
for num in numbers:
    total -= num
return total","total = 0
for num in numbers:
    total += num
return total",operator_flip
"total = 0
for num in numbers:
    total -= num
return total","total = 0
for num in numbers:
    total += num
return total",operator_flip
"total = 0
for num in numbers:
    total -= num
return total","total = 0
for num in numbers:
    total += num
return total",operator_flip
"def is_even(n):
    if n % 2 != 0:
        return True
    return False","def is_even(n):
    if n % 2 == 0:
        return True
    return False",operator_flip
"def is_even(n):
    if n % 2 != 0:
        return True
    return False","def is_even(n):
    if n % 2 == 0:
        return True
    return False",operator_flip
"def is_even(n):
    if n % 2 != 0:
        return True
    return False","def is_even(n):
    if n % 2 == 0:
        return True
    return False",operator_flip
"def is_even(n):
    if n % 2 != 0:
        return True
    return False","def is_even(n):
    if n % 2 == 0:
        return True
    return False",operator_flip
"def is_even(n):
    if n % 2 != 0:
        return True
    return False","def is_even(n):
    if n % 2 == 0:
        return True
    return False",operator_flip
result = x / y,result = x * y,operator_flip
result = x / y,result = x * y,operator_flip
result = x / y,result = x * y,operator_flip
result = x / y,result = x * y,operator_flip
result = x / y,result = x * y,operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 444","if x == 5:
    print('x is 5')
# Sample ID: 444",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 444","if x == 5:
    print('x is 5')
# Sample ID: 444",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 444","if x == 5:
    print('x is 5')
# Sample ID: 444",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 444","if x == 5:
    print('x is 5')
# Sample ID: 444",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 444","if x == 5:
    print('x is 5')
# Sample ID: 444",operator_flip
"if score < 59:
    result = ""pass""","if score > 59:
    result = ""pass""",operator_flip
"if score < 59:
    result = ""pass""","if score > 59:
    result = ""pass""",operator_flip
"if score < 59:
    result = ""pass""","if score > 59:
    result = ""pass""",operator_flip
"if score < 59:
    result = ""pass""","if score > 59:
    result = ""pass""",operator_flip
"if score < 59:
    result = ""pass""","if score > 59:
    result = ""pass""",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 838","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 838",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 838","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 838",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 838","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 838",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 838","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 838",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 838","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 838",operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 305","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 305",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 305","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 305",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 305","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 305",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 305","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 305",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 305","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 305",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 150","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 150",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 150","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 150",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 150","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 150",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 150","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 150",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 150","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 150",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 727","if x == 5:
    print('x is 5')
# Sample ID: 727",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 727","if x == 5:
    print('x is 5')
# Sample ID: 727",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 727","if x == 5:
    print('x is 5')
# Sample ID: 727",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 727","if x == 5:
    print('x is 5')
# Sample ID: 727",operator_flip
